SentenceA,SentenceB,Sample,A_B_neut,A_B_cont,A_B_ent,A_B_Label,B_A_neut,B_A_cont,B_A_ent,B_A_Label,Type
The hotel is tranquil and clean and overall an enjoyable place to stay whilst in Rome.,The location is just near to the Piazza Navona.,27,0.9976812601089478,0.0009678341448307037,0.001350867678411305,neutral,0.99779212474823,0.0009543074411340058,0.0012535367859527469,neutral,ref
The hotel is close to a number of local restaurants and the busier areas of Rome.,The hotel is recommended and the staff were really helpful.,27,0.99762362241745,0.0008841582457534969,0.0014922382542863488,neutral,0.9975720047950745,0.0008619991131126881,0.0015660302015021443,neutral,ref
The hotel is close to a number of local restaurants and the busier areas of Rome.,The location is just near to the Piazza Navona.,27,0.997794508934021,0.0008510372135788202,0.0013544344110414386,neutral,0.9970623850822449,0.0005963366129435599,0.002341280458495021,neutral,ref
The rooms in the hotel are adequate with spacious bathrooms.,The hotel is recommended and the staff were really helpful.,27,0.9975094795227051,0.0006120876059867442,0.0018784662242978811,neutral,0.9976467490196228,0.0006803595460951328,0.0016729297349229455,neutral,ref
The rooms in the hotel are adequate with spacious bathrooms.,The location is just near to the Piazza Navona.,27,0.9978110194206238,0.0008175052353180945,0.0013715183595195413,neutral,0.9977720379829407,0.0007884025108069181,0.0014395401813089848,neutral,ref
The staff leave a chocolate on the beds each night for their guests.,The hotel is recommended and the staff were really helpful.,27,0.9890152812004089,0.0004798301088158041,0.010504945181310177,neutral,0.9975939393043518,0.0015039797872304916,0.0009020451107062399,neutral,ref
The staff leave a chocolate on the beds each night for their guests.,The location is just near to the Piazza Navona.,27,0.9976173043251038,0.0012189251137897372,0.001163735636509955,neutral,0.9553830623626709,0.02471207268536091,0.019904879853129387,neutral,ref
The buffet breakfast was very good.,The hotel is recommended and the staff were really helpful.,27,0.9970728158950806,0.0005324307130649686,0.0023947369772940874,neutral,0.9976372718811035,0.0012053734390065074,0.0011573550291359425,neutral,ref
The buffet breakfast was very good.,The location is just near to the Piazza Navona.,27,0.9977631568908691,0.0007819356978870928,0.0014549308689311147,neutral,0.9976555109024048,0.0011053981725126505,0.0012390525080263615,neutral,ref
The hotel's corridors were quite plain and could benefit from some decoration.,The hotel is recommended and the staff were really helpful.,27,0.9836645722389221,0.015615914016962051,0.0007194536156021059,neutral,0.8523542284965515,0.1459265649318695,0.001719198888167739,neutral,ref
The hotel's corridors were quite plain and could benefit from some decoration.,The location is just near to the Piazza Navona.,27,0.99687659740448,0.002347431378439069,0.000775977736338973,neutral,0.9187477827072144,0.07829814404249191,0.0029540914110839367,neutral,ref
The free Wi-Fi worked well and the Bulgari toiletries smelled lovely.,The hotel is recommended and the staff were really helpful.,27,0.9926618337631226,0.00040079362224787474,0.006937322206795216,neutral,0.9975415468215942,0.001074039377272129,0.0013844829518347979,neutral,ref
The free Wi-Fi worked well and the Bulgari toiletries smelled lovely.,The location is just near to the Piazza Navona.,27,0.9978439807891846,0.0009299947996623814,0.001226070336997509,neutral,0.9018498659133911,0.020290790125727654,0.07785932719707489,neutral,ref
The hospitality here at this hotel was so lovely and made the stay really good.,The hotel is recommended and the staff were really helpful.,27,0.6622729897499084,0.0008017207146622241,0.33692532777786255,neutral,0.4572322368621826,0.0010987819405272603,0.5416690111160278,entailment,ref
The hospitality here at this hotel was so lovely and made the stay really good.,The location is just near to the Piazza Navona.,27,0.9978006482124329,0.0009520802414044738,0.0012472502421587706,neutral,0.9978442192077637,0.0008972669602371752,0.0012585412478074431,neutral,ref
There's nothing at all to complain about and cannot recommend this place enough.,The hotel is recommended and the staff were really helpful.,27,0.9971158504486084,0.0005791378207504749,0.0023049565497785807,neutral,0.7951145768165588,0.042801640927791595,0.16208378970623016,neutral,ref
There's nothing at all to complain about and cannot recommend this place enough.,The location is just near to the Piazza Navona.,27,0.9975851774215698,0.001097036525607109,0.0013178293593227863,neutral,0.6349339485168457,0.3603317141532898,0.004734264686703682,neutral,ref
Everything is so close to this hotel that it's perfect based on location alone.,The hotel is recommended and the staff were really helpful.,27,0.9977589845657349,0.0007733206148259342,0.0014676398131996393,neutral,0.9977961778640747,0.0011932333000004292,0.0010105567052960396,neutral,ref
Everything is so close to this hotel that it's perfect based on location alone.,The location is just near to the Piazza Navona.,27,0.9977878332138062,0.0011624591425061226,0.0010496516479179263,neutral,0.9783692955970764,0.009977704845368862,0.011652999557554722,neutral,ref
"Historical sites aren't too far by foot and places to eat and drink are only 50 metres away, with the river nearby too.",The hotel is recommended and the staff were really helpful.,27,0.9976528286933899,0.0011911155888810754,0.0011560757411643863,neutral,0.9976671934127808,0.0011721185874193907,0.0011607566848397255,neutral,ref
"Historical sites aren't too far by foot and places to eat and drink are only 50 metres away, with the river nearby too.",The location is just near to the Piazza Navona.,27,0.9892592430114746,0.007828176952898502,0.0029125402215868235,neutral,0.9978163242340088,0.0009373826324008405,0.001246330444701016,neutral,ref
The rooms are bursting with character and really lovely with period decoration and style.,The hotel is recommended and the staff were really helpful.,27,0.9974145889282227,0.0005826753913424909,0.0020026755519211292,neutral,0.9978050589561462,0.0008695978322066367,0.0013253157958388329,neutral,ref
The rooms are bursting with character and really lovely with period decoration and style.,The location is just near to the Piazza Navona.,27,0.997772753238678,0.0011633614776656032,0.0010638829553499818,neutral,0.99775630235672,0.0009310799650847912,0.0013126914855092764,neutral,ref
The bed was large so that is a bonus.,The hotel is recommended and the staff were really helpful.,27,0.9975612163543701,0.0006549691315740347,0.0017837982159107924,neutral,0.9975690245628357,0.0014066359726712108,0.0010242643766105175,neutral,ref
The bed was large so that is a bonus.,The location is just near to the Piazza Navona.,27,0.995912492275238,0.0015211860882118344,0.0025663396809250116,neutral,0.9635123014450073,0.01945161074399948,0.01703605055809021,neutral,ref
Many of staff members were able to provide detailed information about the city and ideas for what to do and where.,The hotel is recommended and the staff were really helpful.,27,0.9944950938224792,0.00041895004687830806,0.0050859227776527405,neutral,0.9969468712806702,0.0005493861390277743,0.002503775991499424,neutral,ref
Many of staff members were able to provide detailed information about the city and ideas for what to do and where.,The location is just near to the Piazza Navona.,27,0.9974283576011658,0.0016479186015203595,0.0009237297344952822,neutral,0.9977980852127075,0.0011363911908119917,0.0010656106751412153,neutral,ref
"The hotel provided a breakfast to guests that was adequate, but with a superb coffee available.",The hotel is recommended and the staff were really helpful.,27,0.9975570440292358,0.0006278584478422999,0.0018150730757042766,neutral,0.9978442192077637,0.0010998138459399343,0.001056010602042079,neutral,ref
"The hotel provided a breakfast to guests that was adequate, but with a superb coffee available.",The location is just near to the Piazza Navona.,27,0.9977982044219971,0.0009925209451466799,0.0012092629913240671,neutral,0.9969387054443359,0.0010067460825666785,0.002054522978141904,neutral,ref
The top-deck roof garden is really spectacular and live up to the photos provided on the website.,The hotel is recommended and the staff were really helpful.,27,0.9973504543304443,0.0006183606456033885,0.0020311272237449884,neutral,0.9975988268852234,0.001255700597539544,0.0011455160565674305,neutral,ref
The top-deck roof garden is really spectacular and live up to the photos provided on the website.,The location is just near to the Piazza Navona.,27,0.9976588487625122,0.001379945664666593,0.0009611768182367086,neutral,0.9976857900619507,0.0014054282801225781,0.0009087800863198936,neutral,ref
This flawless hotel provided a great stay and it's really recommended.,The hotel definitely warrants a repeat visit.,28,0.22644196450710297,0.0010819716844707727,0.772476077079773,entailment,0.8913845419883728,0.0022612586617469788,0.10635414719581604,neutral,ref
This flawless hotel provided a great stay and it's really recommended.,It is really quiet on a side-street.,28,0.9977006316184998,0.0012384677538648248,0.0010608709417283535,neutral,0.9969690442085266,0.0015049065696075559,0.0015260644722729921,neutral,ref
This flawless hotel provided a great stay and it's really recommended.,"There is also a convenient hop-on hop-off tourist bus that isn't too far from the hotel, too, so that's really helpful for sight-seeing.",28,0.9975918531417847,0.001308067818172276,0.00110007100738585,neutral,0.9956242442131042,0.0021259677596390247,0.002249788725748658,neutral,ref
This flawless hotel provided a great stay and it's really recommended.,The rooms in the hotel are clean but simple with a view over the rooftops.,28,0.9971857666969299,0.0005463658017106354,0.002267899690195918,neutral,0.9120832085609436,0.0036406447179615498,0.08427619189023972,neutral,ref
This flawless hotel provided a great stay and it's really recommended.,There was a grand continental breakfast that was really tasty.,28,0.9974708557128906,0.0013783479807898402,0.001150860800407827,neutral,0.9925123453140259,0.0015098865842446685,0.005977770313620567,neutral,ref
The hotel is closely located to Giotto's Campanile.,The hotel definitely warrants a repeat visit.,28,0.9972894191741943,0.0007483144872821867,0.0019623322878032923,neutral,0.9977030158042908,0.0013316503027454019,0.0009653781307861209,neutral,ref
The hotel is closely located to Giotto's Campanile.,It is really quiet on a side-street.,28,0.9920697212219238,0.007299619261175394,0.0006306663854047656,neutral,0.9973155856132507,0.0013510031858459115,0.001333434833213687,neutral,ref
The hotel is closely located to Giotto's Campanile.,"There is also a convenient hop-on hop-off tourist bus that isn't too far from the hotel, too, so that's really helpful for sight-seeing.",28,0.9975656270980835,0.001361084170639515,0.0010733382077887654,neutral,0.9974353909492493,0.001474785152822733,0.001089828205294907,neutral,ref
The hotel is closely located to Giotto's Campanile.,The rooms in the hotel are clean but simple with a view over the rooftops.,28,0.9977082014083862,0.0009455384570173919,0.0013462845236063004,neutral,0.9974631071090698,0.0015120328171178699,0.0010248689213767648,neutral,ref
The hotel is closely located to Giotto's Campanile.,There was a grand continental breakfast that was really tasty.,28,0.9974161386489868,0.0016607580473646522,0.0009231416042894125,neutral,0.9858545660972595,0.010668396018445492,0.00347703555598855,neutral,ref
The rooms in this hotel are really great and quite spacious.,The hotel definitely warrants a repeat visit.,28,0.9905905723571777,0.00038994767237454653,0.009019514545798302,neutral,0.9973723888397217,0.000697409559506923,0.0019302241271361709,neutral,ref
The rooms in this hotel are really great and quite spacious.,It is really quiet on a side-street.,28,0.9954291582107544,0.00375357479788363,0.0008173161768354475,neutral,0.9978146553039551,0.0009464428294450045,0.0012388390023261309,neutral,ref
The rooms in this hotel are really great and quite spacious.,"There is also a convenient hop-on hop-off tourist bus that isn't too far from the hotel, too, so that's really helpful for sight-seeing.",28,0.9976221919059753,0.0013799619628116488,0.0009978438029065728,neutral,0.9977163076400757,0.0010967287234961987,0.0011869712034240365,neutral,ref
The rooms in this hotel are really great and quite spacious.,The rooms in the hotel are clean but simple with a view over the rooftops.,28,0.9634854197502136,0.03419157862663269,0.0023229920770972967,neutral,0.5091375112533569,0.4631059765815735,0.02775646187365055,neutral,ref
The rooms in this hotel are really great and quite spacious.,There was a grand continental breakfast that was really tasty.,28,0.9941792488098145,0.00508863665163517,0.0007321545272134244,neutral,0.9923945665359497,0.005837684962898493,0.0017677725991234183,neutral,ref
There was some outside noise from the bells in the morning however.,The hotel definitely warrants a repeat visit.,28,0.8783150911331177,0.11816627532243729,0.003518609795719385,neutral,0.9974976181983948,0.0015331179602071643,0.0009692805469967425,neutral,ref
There was some outside noise from the bells in the morning however.,It is really quiet on a side-street.,28,0.026705043390393257,0.9725672006607056,0.0007277425611391664,contradiction,0.9968619346618652,0.0023750956170260906,0.0007629906176589429,neutral,ref
There was some outside noise from the bells in the morning however.,"There is also a convenient hop-on hop-off tourist bus that isn't too far from the hotel, too, so that's really helpful for sight-seeing.",28,0.9957751631736755,0.0035709065850824118,0.00065390340751037,neutral,0.9974084496498108,0.001768569927662611,0.0008229243103414774,neutral,ref
There was some outside noise from the bells in the morning however.,The rooms in the hotel are clean but simple with a view over the rooftops.,28,0.8944934606552124,0.10190975666046143,0.0035967882722616196,neutral,0.9974371194839478,0.0016668011667206883,0.0008959913393482566,neutral,ref
There was some outside noise from the bells in the morning however.,There was a grand continental breakfast that was really tasty.,28,0.0879586935043335,0.9109517931938171,0.0010895426385104656,contradiction,0.9968051910400391,0.002470816485583782,0.0007239925325848162,neutral,ref
It was difficult to navigate the hotel due to the floor layout.,The hotel definitely warrants a repeat visit.,28,0.826380729675293,0.170476034283638,0.0031432858668267727,neutral,0.9724966287612915,0.02667948789894581,0.000823915412183851,neutral,ref
It was difficult to navigate the hotel due to the floor layout.,It is really quiet on a side-street.,28,0.23084624111652374,0.7671663165092468,0.001987375319004059,contradiction,0.6096659898757935,0.3868282437324524,0.0035058048088103533,neutral,ref
It was difficult to navigate the hotel due to the floor layout.,"There is also a convenient hop-on hop-off tourist bus that isn't too far from the hotel, too, so that's really helpful for sight-seeing.",28,0.9834032654762268,0.01597309671342373,0.0006236035260371864,neutral,0.8284168839454651,0.16957952082157135,0.002003585686907172,neutral,ref
It was difficult to navigate the hotel due to the floor layout.,The rooms in the hotel are clean but simple with a view over the rooftops.,28,0.5991851687431335,0.3985496163368225,0.002265254268422723,neutral,0.7576969265937805,0.2385716736316681,0.003731427015736699,neutral,ref
It was difficult to navigate the hotel due to the floor layout.,There was a grand continental breakfast that was really tasty.,28,0.821320116519928,0.17740027606487274,0.0012796188239008188,neutral,0.3855839669704437,0.6119444966316223,0.0024715077597647905,contradiction,ref
This flawless hotel provided a great stay and it's really recommended.,The staff at the hotel are very helpful.,28,0.9971283078193665,0.0005533233634196222,0.002318404847756028,neutral,0.9681642651557922,0.008861255832016468,0.022974522784352303,neutral,ref
This flawless hotel provided a great stay and it's really recommended.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.9977158308029175,0.0007692318176850677,0.00151491176802665,neutral,0.8005565404891968,0.0013121027732267976,0.19813135266304016,neutral,ref
The hotel is closely located to Giotto's Campanile.,The staff at the hotel are very helpful.,28,0.9977856874465942,0.001056669862009585,0.0011576155666261911,neutral,0.9976982474327087,0.0013324124738574028,0.0009693835745565593,neutral,ref
The hotel is closely located to Giotto's Campanile.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.9963201284408569,0.0017879140796139836,0.0018920106813311577,neutral,0.9977103471755981,0.001238829456269741,0.001050800085067749,neutral,ref
The rooms in this hotel are really great and quite spacious.,The staff at the hotel are very helpful.,28,0.9975926280021667,0.0007586125866509974,0.0016487528337165713,neutral,0.9977795481681824,0.001181284780614078,0.001039214781485498,neutral,ref
The rooms in this hotel are really great and quite spacious.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.9971953630447388,0.0010400263126939535,0.0017645990010350943,neutral,0.9977807402610779,0.0009169926051981747,0.0013022575294598937,neutral,ref
There was some outside noise from the bells in the morning however.,The staff at the hotel are very helpful.,28,0.4456803500652313,0.5503791570663452,0.003940508235245943,contradiction,0.9972054362297058,0.002016453305259347,0.0007780948071740568,neutral,ref
There was some outside noise from the bells in the morning however.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.8971661925315857,0.09515389800071716,0.00767987547442317,neutral,0.9973092079162598,0.0017631863011047244,0.0009276517084799707,neutral,ref
It was difficult to navigate the hotel due to the floor layout.,The staff at the hotel are very helpful.,28,0.6510113477706909,0.3470506966114044,0.0019379646982997656,neutral,0.5089388489723206,0.4890538156032562,0.002007334725931287,neutral,ref
It was difficult to navigate the hotel due to the floor layout.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.0867537185549736,0.9119243621826172,0.0013219477841630578,contradiction,0.41392576694488525,0.5840470194816589,0.0020272633992135525,contradiction,ref
The hotel definitely warrants a repeat visit.,The staff at the hotel are very helpful.,28,0.9974333643913269,0.000583541695959866,0.0019830854143947363,neutral,0.9902260899543762,0.0004970406298525631,0.009276908822357655,neutral,ref
The hotel definitely warrants a repeat visit.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.9976564645767212,0.0007087169215083122,0.0016348445788025856,neutral,0.9903844594955444,0.0004262938746251166,0.009189232252538204,neutral,ref
It is really quiet on a side-street.,The staff at the hotel are very helpful.,28,0.9978227615356445,0.0010967109119519591,0.0010804886696860194,neutral,0.20306836068630219,0.7848027348518372,0.012128935195505619,contradiction,ref
It is really quiet on a side-street.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.996008038520813,0.002555105136707425,0.0014368245610967278,neutral,0.32014310359954834,0.6779896020889282,0.001867333659902215,contradiction,ref
"There is also a convenient hop-on hop-off tourist bus that isn't too far from the hotel, too, so that's really helpful for sight-seeing.",The staff at the hotel are very helpful.,28,0.9975175857543945,0.0006967750377953053,0.0017856212798506021,neutral,0.9975537657737732,0.001448196591809392,0.000998066971078515,neutral,ref
"There is also a convenient hop-on hop-off tourist bus that isn't too far from the hotel, too, so that's really helpful for sight-seeing.",The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.9731904864311218,0.0018556915456429124,0.02495386451482773,neutral,0.9977259039878845,0.0010359605075791478,0.0012380845146253705,neutral,ref
The rooms in the hotel are clean but simple with a view over the rooftops.,The staff at the hotel are very helpful.,28,0.9978420734405518,0.0008412594324909151,0.0013166069984436035,neutral,0.9977703094482422,0.0011926926672458649,0.0010369900846853852,neutral,ref
The rooms in the hotel are clean but simple with a view over the rooftops.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.9977118968963623,0.000975840026512742,0.001312263193540275,neutral,0.9976115226745605,0.0010935901664197445,0.0012948354706168175,neutral,ref
There was a grand continental breakfast that was really tasty.,The staff at the hotel are very helpful.,28,0.9968710541725159,0.0005606415797956288,0.0025683478452265263,neutral,0.9973965883255005,0.001755723380483687,0.0008476730436086655,neutral,ref
There was a grand continental breakfast that was really tasty.,The location of this hotel is simply superb becaus it's in a central location close to downtown sights and also more representative of locals.,28,0.9937493801116943,0.0018491598311811686,0.0044014547020196915,neutral,0.9974901676177979,0.0014600667636841536,0.0010497192852199078,neutral,ref
This is a great place for a short stay and it will likely make you want to come back again.,The hotel made guests feel safe and comfortable.,29,0.9971374273300171,0.0005327555700205266,0.002329798648133874,neutral,0.9971545934677124,0.0005539330304600298,0.0022914221044629812,neutral,ref
This is a great place for a short stay and it will likely make you want to come back again.,"Everything is accessible from this hotel, which is really useful for exploring the city.",29,0.9977849721908569,0.0011033781338483095,0.0011116651585325599,neutral,0.9929793477058411,0.0004350471426732838,0.006585672497749329,neutral,ref
This is a great place for a short stay and it will likely make you want to come back again.,There are lots of attractions you can reach by foot.,29,0.997323751449585,0.000850905489642173,0.0018253596499562263,neutral,0.9972660541534424,0.0005676998989656568,0.002166236750781536,neutral,ref
This is a great place for a short stay and it will likely make you want to come back again.,The hotel has adequate rooms with air conditioning and the internet was available.,29,0.9975224137306213,0.0006181332864798605,0.0018594592111185193,neutral,0.9970021843910217,0.0005341832875274122,0.0024636525195091963,neutral,ref
This is a great place for a short stay and it will likely make you want to come back again.,The staff of this hotel allowed a call to the USA using the hotel phones.,29,0.9250378608703613,0.01723218522965908,0.05772991105914116,neutral,0.9976648092269897,0.0006920863525010645,0.0016431667609140277,neutral,ref
This is a great place for a short stay and it will likely make you want to come back again.,"The complimentary breakfast buffet provided by the hotel was generally good, but the restaurant left a bit to be desired.",29,0.9848899245262146,0.01434230711311102,0.0007677850080654025,neutral,0.44125640392303467,0.5561367869377136,0.0026067844592034817,contradiction,ref
This is a great place for a short stay and it will likely make you want to come back again.,The temperature at this hotel did not help when trying to sleep and unfortunately the charge for a brief call is really expensive.,29,0.16971221566200256,0.8289204835891724,0.001367339864373207,contradiction,0.1432121992111206,0.8544523119926453,0.0023355192970484495,contradiction,ref
The hotel isn't really central.,The hotel made guests feel safe and comfortable.,29,0.6447725892066956,0.35285070538520813,0.00237671029753983,neutral,0.1807948797941208,0.8158667087554932,0.003338395617902279,contradiction,ref
The hotel isn't really central.,"Everything is accessible from this hotel, which is really useful for exploring the city.",29,0.019524160772562027,0.9791516065597534,0.0013242915738373995,contradiction,0.02094450034201145,0.9751675724983215,0.003887935308739543,contradiction,ref
The hotel isn't really central.,There are lots of attractions you can reach by foot.,29,0.9527571797370911,0.04606761410832405,0.0011752302525565028,neutral,0.8555718064308167,0.11605416983366013,0.02837405912578106,neutral,ref
The hotel isn't really central.,The hotel has adequate rooms with air conditioning and the internet was available.,29,0.954788088798523,0.04315212368965149,0.0020597956608980894,neutral,0.6500253677368164,0.34018462896347046,0.009789989329874516,neutral,ref
The hotel isn't really central.,The staff of this hotel allowed a call to the USA using the hotel phones.,29,0.8639652132987976,0.1306040734052658,0.0054306755773723125,neutral,0.8090913891792297,0.1705077588558197,0.020400788635015488,neutral,ref
The hotel isn't really central.,"The complimentary breakfast buffet provided by the hotel was generally good, but the restaurant left a bit to be desired.",29,0.9962031245231628,0.002682100748643279,0.0011148430639877915,neutral,0.9918192625045776,0.003279270837083459,0.004901417065411806,neutral,ref
The hotel isn't really central.,The temperature at this hotel did not help when trying to sleep and unfortunately the charge for a brief call is really expensive.,29,0.9970146417617798,0.0013526641996577382,0.0016326759941875935,neutral,0.9264383316040039,0.006648194044828415,0.06691346317529678,neutral,ref
The area is quite safe so really the location is pretty good.,The hotel made guests feel safe and comfortable.,29,0.9972136616706848,0.0005725813680328429,0.0022137498017400503,neutral,0.9068391919136047,0.0022664666175842285,0.09089433401823044,neutral,ref
The area is quite safe so really the location is pretty good.,"Everything is accessible from this hotel, which is really useful for exploring the city.",29,0.9977676868438721,0.0007857988239265978,0.0014465178828686476,neutral,0.9978498220443726,0.0009577032178640366,0.0011925091966986656,neutral,ref
The area is quite safe so really the location is pretty good.,There are lots of attractions you can reach by foot.,29,0.997500479221344,0.0008493101340718567,0.001650240388698876,neutral,0.9977012276649475,0.0013607655419036746,0.0009379786206409335,neutral,ref
The area is quite safe so really the location is pretty good.,The hotel has adequate rooms with air conditioning and the internet was available.,29,0.9977989792823792,0.0008221975294873118,0.0013787818606942892,neutral,0.9978330731391907,0.0010655270889401436,0.0011014031479135156,neutral,ref
The area is quite safe so really the location is pretty good.,The staff of this hotel allowed a call to the USA using the hotel phones.,29,0.9620835185050964,0.01849193125963211,0.019424540922045708,neutral,0.997386634349823,0.0015988772502169013,0.0010144422994926572,neutral,ref
The area is quite safe so really the location is pretty good.,"The complimentary breakfast buffet provided by the hotel was generally good, but the restaurant left a bit to be desired.",29,0.9951426982879639,0.004131144843995571,0.0007262145518325269,neutral,0.326433926820755,0.6712456345558167,0.0023203513119369745,contradiction,ref
The area is quite safe so really the location is pretty good.,The temperature at this hotel did not help when trying to sleep and unfortunately the charge for a brief call is really expensive.,29,0.26046764850616455,0.7379390597343445,0.0015933243557810783,contradiction,0.12923330068588257,0.869108259677887,0.0016584483673796058,contradiction,ref
The rooms in the hotel are modern.,The hotel made guests feel safe and comfortable.,29,0.9955735206604004,0.0005953861982561648,0.0038311060052365065,neutral,0.997409999370575,0.0006353477947413921,0.001954660750925541,neutral,ref
The rooms in the hotel are modern.,"Everything is accessible from this hotel, which is really useful for exploring the city.",29,0.9957004189491272,0.0033091483637690544,0.000990364351309836,neutral,0.9976904392242432,0.000799767964053899,0.0015097776195034385,neutral,ref
The rooms in the hotel are modern.,There are lots of attractions you can reach by foot.,29,0.9838820695877075,0.010182047262787819,0.005935921799391508,neutral,0.9336675405502319,0.011308545246720314,0.05502389371395111,neutral,ref
The rooms in the hotel are modern.,The hotel has adequate rooms with air conditioning and the internet was available.,29,0.994246780872345,0.0003913719847332686,0.0053618839010596275,neutral,0.21302464604377747,0.001275030430406332,0.7857003211975098,entailment,ref
The rooms in the hotel are modern.,The staff of this hotel allowed a call to the USA using the hotel phones.,29,0.9542021751403809,0.026985229924321175,0.018812604248523712,neutral,0.9976795315742493,0.0007628230378031731,0.0015577009180560708,neutral,ref
The rooms in the hotel are modern.,"The complimentary breakfast buffet provided by the hotel was generally good, but the restaurant left a bit to be desired.",29,0.9734721183776855,0.024457843974232674,0.0020700027234852314,neutral,0.6479288339614868,0.3478575050830841,0.004213622771203518,neutral,ref
The rooms in the hotel are modern.,The temperature at this hotel did not help when trying to sleep and unfortunately the charge for a brief call is really expensive.,29,0.416074275970459,0.5819874405860901,0.001938271219842136,contradiction,0.7488716244697571,0.24552834033966064,0.005600007716566324,neutral,ref
Some of the hotel's staff seemed disinterested in helping with an incident at the hotel.,The hotel made guests feel safe and comfortable.,29,0.029885094612836838,0.9673571586608887,0.002757695969194174,contradiction,0.693523645401001,0.30416521430015564,0.0023111423943191767,neutral,ref
Some of the hotel's staff seemed disinterested in helping with an incident at the hotel.,"Everything is accessible from this hotel, which is really useful for exploring the city.",29,0.316148966550827,0.6813956499099731,0.0024553644470870495,contradiction,0.9599884152412415,0.037835899740457535,0.0021756652276962996,neutral,ref
Some of the hotel's staff seemed disinterested in helping with an incident at the hotel.,There are lots of attractions you can reach by foot.,29,0.8302030563354492,0.031511612236499786,0.13828535377979279,neutral,0.8106456398963928,0.0417618602514267,0.14759254455566406,neutral,ref
Some of the hotel's staff seemed disinterested in helping with an incident at the hotel.,The hotel has adequate rooms with air conditioning and the internet was available.,29,0.8660178184509277,0.13106386363506317,0.0029183521401137114,neutral,0.9828894734382629,0.01598619669675827,0.0011243504704907537,neutral,ref
Some of the hotel's staff seemed disinterested in helping with an incident at the hotel.,The staff of this hotel allowed a call to the USA using the hotel phones.,29,0.29006171226501465,0.7050192356109619,0.004919101018458605,contradiction,0.9602269530296326,0.03688279911875725,0.002890289993956685,neutral,ref
Some of the hotel's staff seemed disinterested in helping with an incident at the hotel.,"The complimentary breakfast buffet provided by the hotel was generally good, but the restaurant left a bit to be desired.",29,0.9523886442184448,0.045351285487413406,0.0022600446827709675,neutral,0.9970420002937317,0.001945122261531651,0.001012889901176095,neutral,ref
Some of the hotel's staff seemed disinterested in helping with an incident at the hotel.,The temperature at this hotel did not help when trying to sleep and unfortunately the charge for a brief call is really expensive.,29,0.9496915340423584,0.04773717373609543,0.0025713308714330196,neutral,0.9954379200935364,0.0021849065087735653,0.002377179218456149,neutral,ref
It is worth mentioning that you can get a complimentary coffee from the barista.,The hotel made guests feel safe and comfortable.,29,0.9148667454719543,0.01131504774093628,0.07381822168827057,neutral,0.9177534580230713,0.050820689648389816,0.03142581507563591,neutral,ref
It is worth mentioning that you can get a complimentary coffee from the barista.,"Everything is accessible from this hotel, which is really useful for exploring the city.",29,0.9838947653770447,0.013537121936678886,0.002568070078268647,neutral,0.997302770614624,0.001412681071087718,0.0012844681041315198,neutral,ref
It is worth mentioning that you can get a complimentary coffee from the barista.,There are lots of attractions you can reach by foot.,29,0.976896345615387,0.0047607216984033585,0.018342887982726097,neutral,0.996224045753479,0.0027395233046263456,0.0010364095214754343,neutral,ref
It is worth mentioning that you can get a complimentary coffee from the barista.,The hotel has adequate rooms with air conditioning and the internet was available.,29,0.9624151587486267,0.005437407176941633,0.03214740753173828,neutral,0.9797637462615967,0.01174487080425024,0.00849141925573349,neutral,ref
It is worth mentioning that you can get a complimentary coffee from the barista.,The staff of this hotel allowed a call to the USA using the hotel phones.,29,0.5739607810974121,0.20728057622909546,0.21875859797000885,neutral,0.6677040457725525,0.16672801971435547,0.16556790471076965,neutral,ref
It is worth mentioning that you can get a complimentary coffee from the barista.,"The complimentary breakfast buffet provided by the hotel was generally good, but the restaurant left a bit to be desired.",29,0.9764218330383301,0.017534717917442322,0.0060434541665017605,neutral,0.9017971158027649,0.09544511884450912,0.002757797949016094,neutral,ref
It is worth mentioning that you can get a complimentary coffee from the barista.,The temperature at this hotel did not help when trying to sleep and unfortunately the charge for a brief call is really expensive.,29,0.5774707198143005,0.41876867413520813,0.0037605343386530876,neutral,0.6635594964027405,0.3344973921775818,0.0019430182874202728,neutral,ref
"There is a coffee machine supplied here, which is fine.",The hotel made guests feel safe and comfortable.,29,0.9867357611656189,0.0019356562988832593,0.01132857147604227,neutral,0.9686046242713928,0.027556804940104485,0.0038386068772524595,neutral,ref
"There is a coffee machine supplied here, which is fine.","Everything is accessible from this hotel, which is really useful for exploring the city.",29,0.9648306369781494,0.03243561089038849,0.002733751432970166,neutral,0.9895666837692261,0.0078070810995996,0.002626255853101611,neutral,ref
