,example_no,split,entity_a,entity_a_name,entity_b,entity_b_name,summ_type,summ_no,sent_id,complex_sent,simple_sent_id,simple_sent,negated_simple_sent,Completed
263,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_a,0,E008RA00N006,The hotel is great value for money.,E008RA00N006_000,The hotel is great.,The hotel is bad.,Yes
264,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_a,0,E008RA00N006,The hotel is great value for money.,E008RA00N006_001,The hotel is a good value for money.,The hotel is a bad value for money.,Yes
265,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N000,The hotel is really well-placed in a quiet spot however only a few minutes' walk away you can access public transportation and go further afield if desired.,E008RB00N000_000,The hotel is well-placed in a quiet spot.,,
266,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N000,The hotel is really well-placed in a quiet spot however only a few minutes' walk away you can access public transportation and go further afield if desired.,E008RB00N000_001,You can access public transportation only a few minutes' walk away.,,
267,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N000,The hotel is really well-placed in a quiet spot however only a few minutes' walk away you can access public transportation and go further afield if desired.,E008RB00N000_002,You can go further afield if desired.,,
268,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N001,The size of the rooms in the hotel differ but do have a canal view.,E008RB00N001_000,The size of the rooms in the hotel differ.,,
269,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N001,The size of the rooms in the hotel differ but do have a canal view.,E008RB00N001_001,All rooms have a canal view.,,
270,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N002,The breakfast food here was plentiful and you can choose to eat your supper overlooking the canal to provide a magical experience.,E008RB00N002_000,The breakfast food here was plentiful.,,
271,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N002,The breakfast food here was plentiful and you can choose to eat your supper overlooking the canal to provide a magical experience.,E008RB00N002_001,You can choose to eat your supper overlooking the canal.,,
272,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N002,The breakfast food here was plentiful and you can choose to eat your supper overlooking the canal to provide a magical experience.,E008RB00N002_002,Eating supper overlooking the canal provides a magical experience.,,
273,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N003,The hotel looks exactly as advertised on their website and the checking out process was very efficient.,E008RB00N003_000,The hotel looks exactly as advertised on their website.,,
274,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_b,0,E008RB00N003,The hotel looks exactly as advertised on their website and the checking out process was very efficient.,E008RB00N003_001,The checking out process was very efficient.,,
275,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_comm,0,E008RC00N000,The staff at the hotel are friendly and the hotel is recommended.,E008RC00N000_000,The staff at the hotel are friendly.,,
276,8,train,258872,Locanda Sant'Agostin,228969,BEST WESTERN Hotel Olimpia,refs_comm,0,E008RC00N000,The staff at the hotel are friendly and the hotel is recommended.,E008RC00N000_001,The hotel is recommended.,,
277,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N000,This is a decent place to stay and will leave you feeling happy overall.,E009RA00N000_000,This is a decent place to stay.,This is a terrible place to stay.,Yes
278,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N000,This is a decent place to stay and will leave you feeling happy overall.,E009RA00N000_001,It will leave you feeling happy overall.,It will leave you feeling miserable overall.,Yes
279,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N001,Initially there was a bit of a rough start here at the hotel but still a nice hotel.,E009RA00N001_000,"Initially, there was a bit of a rough start at the hotel.","Initially, there was a bit of a good start at the hotel.",Yes
280,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N001,Initially there was a bit of a rough start here at the hotel but still a nice hotel.,E009RA00N001_001,The hotel is still nice.,The hotel is still not nice.,Yes
281,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N002,There is some peace and quiet here at this hotel but it is still quite close to the action with restaurants and shopping nearby.,E009RA00N002_000,There is some peace and quiet at this hotel.,There is some noise at this hotel.,Yes
282,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N002,There is some peace and quiet here at this hotel but it is still quite close to the action with restaurants and shopping nearby.,E009RA00N002_001,It is quite close to the action.,It is quite far to the action.,Yes
283,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N002,There is some peace and quiet here at this hotel but it is still quite close to the action with restaurants and shopping nearby.,E009RA00N002_002,There are restaurants nearby.,There are restaurants far away.,Yes
284,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N002,There is some peace and quiet here at this hotel but it is still quite close to the action with restaurants and shopping nearby.,E009RA00N002_003,There is shopping nearby.,There is no shopping nearby.,Yes
285,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N003,"The room was clean with adequate disabled access , but it may take a while to get access to the room.",E009RA00N003_000,The room was clean.,The room was dirty.,Yes
286,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N003,"The room was clean with adequate disabled access , but it may take a while to get access to the room.",E009RA00N003_001,The room had adequate disabled access.,The room had no adequate disabled access.,Yes
287,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N003,"The room was clean with adequate disabled access , but it may take a while to get access to the room.",E009RA00N003_002,It may take a while to get access to the room.,It may take be quick to get access to the room.,Yes
288,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N004,The staff here are okay and mostly very helpful.,E009RA00N004_000,The staff here are okay.,The staff here are  not okay.,Yes
289,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N004,The staff here are okay and mostly very helpful.,E009RA00N004_001,The staff here are mostly very helpful.,The staff here are mostly very unhelpful.,Yes
290,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N005,They do enforce valet parking however which is a little offputting.,E009RA00N005_000,They enforce valet parking.,They enforce no valet parking.,Yes
291,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N005,They do enforce valet parking however which is a little offputting.,E009RA00N005_001,Valet parking is a little offputting.,Valet parking is a little pleasant.,Yes
292,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N006,Dinner at this hotel was really good and pleasing.,E009RA00N006_000,Dinner at this hotel was really good.,Dinner at this hotel was really bad.,Yes
293,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N006,Dinner at this hotel was really good and pleasing.,E009RA00N006_001,Dinner at this hotel was pleasing.,Dinner at this hotel was not pleasing.,Yes
294,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N007,There are also other food options nearby such as a restaurant that serves Italian food.,E009RA00N007_000,There are also other food options nearby.,There are also other food options far away.,Yes
295,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N007,There are also other food options nearby such as a restaurant that serves Italian food.,E009RA00N007_001,There is a restaurant that serves Italian food.,There is no restaurant that serves Italian food.,Yes
296,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N008,There was a small outdoor patio which unfortunately overlooked the pool and other patios and that made it quite noisy.,E009RA00N008_000,There was a small outdoor patio.,There was a big outdoor patio.,Yes
297,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N008,There was a small outdoor patio which unfortunately overlooked the pool and other patios and that made it quite noisy.,E009RA00N008_001,The patio overlooked the pool and other patios.,The patio did not overlooked the pool and other patios.,Yes
298,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N008,There was a small outdoor patio which unfortunately overlooked the pool and other patios and that made it quite noisy.,E009RA00N008_002,It was quite noisy.,It was quite quiet.,Yes
299,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N009,There are valet and parking services available too.,E009RA00N009_000,There are valet services available.,There are no valet services available.,Yes
300,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_a,0,E009RA00N009,There are valet and parking services available too.,E009RA00N009_001,There are parking services available.,There are no parking services available.,Yes
301,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N000,The hotel has a deal that you get the fourth night free if you stay three nights.,E009RB00N000_000,The hotel has a deal.,,
302,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N000,The hotel has a deal that you get the fourth night free if you stay three nights.,E009RB00N000_001,You get the fourth night free.,,
303,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N000,The hotel has a deal that you get the fourth night free if you stay three nights.,E009RB00N000_002,You have to stay three nights.,,
304,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N001,"The hotel is in close proximity to a zoo and aquarium, amongst other tourist sights.",E009RB00N001_000,The hotel is in close proximity to a zoo.,,
305,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N001,"The hotel is in close proximity to a zoo and aquarium, amongst other tourist sights.",E009RB00N001_001,The hotel is in close proximity to an aquarium.,,
306,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N001,"The hotel is in close proximity to a zoo and aquarium, amongst other tourist sights.",E009RB00N001_002,The hotel is in close proximity to other tourist sights.,,
307,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N002,"The hotel room overlooked the city., diamond head and the zoo.",E009RB00N002_000,The hotel room overlooked the city.,,
308,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N002,"The hotel room overlooked the city., diamond head and the zoo.",E009RB00N002_001,The hotel room overlooked Diamond Head.,,
309,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N002,"The hotel room overlooked the city., diamond head and the zoo.",E009RB00N002_002,The hotel room overlooked the zoo.,,
310,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N003,The room and bathroom were an adequate size but could generally do with a deep clean.,E009RB00N003_000,The room and bathroom were an adequate size.,,
311,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N003,The room and bathroom were an adequate size but could generally do with a deep clean.,E009RB00N003_001,The room and bathroom could generally do with a deep clean.,,
312,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N004,"The staff at the hotel were friendly and knowledgeable for the most part, although there were some that were not as helpful.",E009RB00N004_000,The staff at the hotel were friendly and knowledgeable for the most part.,,
313,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N004,"The staff at the hotel were friendly and knowledgeable for the most part, although there were some that were not as helpful.",E009RB00N004_001,There were some staff members that were not as helpful.,,
314,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N005,"There were free buffets every single day at this hotel, which has to be taken advantage of!",E009RB00N005_000,There were free buffets every single day at this hotel.,,
315,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N005,"There were free buffets every single day at this hotel, which has to be taken advantage of!",E009RB00N005_001,The free buffets have to be taken advantage of.,,
316,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N006,"The tiles around the hotel's swimming pool are very slippery, so caution is advised if using the facility.",E009RB00N006_000,The tiles around the hotel's swimming pool are very slippery.,,
317,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_b,0,E009RB00N006,"The tiles around the hotel's swimming pool are very slippery, so caution is advised if using the facility.",E009RB00N006_001,Caution is advised if using the facility.,,
318,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_comm,0,E009RC00N000,Great location near the beach.,E009RC00N000_000,The location is great.,,
319,9,train,87052,Outrigger Reef on the Beach,87095,Queen Kapiolani Hotel,refs_comm,0,E009RC00N000,Great location near the beach.,E009RC00N000_001,The location is near the beach.,,
320,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N000,The hotel is nicely located in a quiet canal street with being only walkable distance to many interesting places like Dam Square and Anne Franks House.,E010RA00N000_000,The hotel is nicely located in a quiet canal street.,The hotel is terribly located in a noisy canal street.,Yes
321,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N000,The hotel is nicely located in a quiet canal street with being only walkable distance to many interesting places like Dam Square and Anne Franks House.,E010RA00N000_001,It is only a walkable distance to many interesting places.,It is not a walkable distance to any interesting places.,Yes
322,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N000,The hotel is nicely located in a quiet canal street with being only walkable distance to many interesting places like Dam Square and Anne Franks House.,E010RA00N000_002,Some of the interesting places include Dam Square and Anne Franks House.,Some of the interesting places do not include Dam Square and Anne Franks house.,Yes
323,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N001,"While the room is quite small, the view of the canal was wonderful.",E010RA00N001_000,The room is quite small.,The room is quite large.,Yes
324,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N001,"While the room is quite small, the view of the canal was wonderful.",E010RA00N001_001,The view of the canal was wonderful.,The view of the canal was horrible.,Yes
325,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N002,"You should try to request a large rom, although the small room did have a big enough bathroom.",E010RA00N002_000,You should try to request a large room.,You should not try to request a large room.,Yes
326,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N002,"You should try to request a large rom, although the small room did have a big enough bathroom.",E010RA00N002_001,The small room did have a big enough bathroom.,The small room did have a big enough bathroom.,Yes
327,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N003,The staff at the reception and breakfast area were rude and not very helpful.,E010RA00N003_000,The staff at the reception were rude and not very helpful.,The staff at the reception were nice and very helpful.,Yes
328,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N003,The staff at the reception and breakfast area were rude and not very helpful.,E010RA00N003_001,The staff at the breakfast area were rude and not very helpful.,The staff at the breakfast area were nice and very helpful.,Yes
329,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N004,"Although with a reasonable price, the breakfast has very limited quantity and the food tasted funny.",E010RA00N004_000,The price is reasonable.,The price is not reasonable.,Yes
330,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N004,"Although with a reasonable price, the breakfast has very limited quantity and the food tasted funny.",E010RA00N004_001,The breakfast has very limited quantity.,The breakfast has very abundant quantity.,Yes
331,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N004,"Although with a reasonable price, the breakfast has very limited quantity and the food tasted funny.",E010RA00N004_002,The food tasted funny.,The food tasted great.,Yes
332,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N005,The shower was scallding dangerously.,E010RA00N005_000,The shower was scalding.,The shower was freezing.,Yes
333,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,E010RA00N005,The shower was scallding dangerously.,E010RA00N005_001,The scalding was dangerous.,The scalding was safe.,Yes
334,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N000,"The hotel is close to the Metro and train stations, with a great view from the balcony.",E010RB00N000_000,The hotel is close to the Metro and train stations.,,
335,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N000,"The hotel is close to the Metro and train stations, with a great view from the balcony.",E010RB00N000_001,There is a great view from the balcony.,,
336,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N001,The hotel is also right next to Central Station.,E010RB00N001_000,The hotel is right next to Central Station.,,
337,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N002,"Despite some issues with the room not being cleaned despite asking repeatedly for it to be, the rooms are stylish and give you great views.",E010RB00N002_000,There were issues with the room not being cleaned despite asking repeatedly for it to be.,,
338,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N002,"Despite some issues with the room not being cleaned despite asking repeatedly for it to be, the rooms are stylish and give you great views.",E010RB00N002_001,The rooms are stylish.,,
339,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N002,"Despite some issues with the room not being cleaned despite asking repeatedly for it to be, the rooms are stylish and give you great views.",E010RB00N002_002,The rooms give you great views.,,
340,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N003,The bed is incredibly comfortable and the room even has Apple TV in it.,E010RB00N003_000,The bed is incredibly comfortable.,,
341,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N003,The bed is incredibly comfortable and the room even has Apple TV in it.,E010RB00N003_001,The room even has Apple TV in it.,,
342,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N004,The staff at the hotel were very polite and apologetic for any problems although no compensation was offered.,E010RB00N004_000,The staff at the hotel were very polite.,,
343,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N004,The staff at the hotel were very polite and apologetic for any problems although no compensation was offered.,E010RB00N004_001,The staff at the hotel were apologetic for any problems.,,
344,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N004,The staff at the hotel were very polite and apologetic for any problems although no compensation was offered.,E010RB00N004_002,No compensation was offered.,,
345,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N005,"The breakfast provided by the hotel was really good, although took a little longer than expected sometimes.",E010RB00N005_000,The breakfast provided by the hotel was really good.,,
346,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N005,"The breakfast provided by the hotel was really good, although took a little longer than expected sometimes.",E010RB00N005_001,The breakfast sometimes took a little longer than expected.,,
347,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N006,The sky lounge of the hotel is recommended but can be expensive.,E010RB00N006_000,The sky lounge of the hotel is recommended.,,
348,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N006,The sky lounge of the hotel is recommended but can be expensive.,E010RB00N006_001,It can be expensive.,,
349,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N007,The towels provided by the hotel turned up later than requested.,E010RB00N007_000,The hotel provided towels.,,
350,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,E010RB00N007,The towels provided by the hotel turned up later than requested.,E010RB00N007_001,The towels turned up later than requested.,,
351,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_comm,0,E010RC00N000,This hotel is worth the money because the stay was exceptional.,E010RC00N000_000,This hotel is worth the money.,,
352,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_comm,0,E010RC00N000,This hotel is worth the money because the stay was exceptional.,E010RC00N000_001,The stay was exceptional.,,
353,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_comm,0,E010RC00N001,The staff at the hotel were very helpful and friendly.,E010RC00N001_000,The staff at the hotel were helpful.,,
354,10,train,229156,Rembrandt Classic Hotel,1946024,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_comm,0,E010RC00N001,The staff at the hotel were very helpful and friendly.,E010RC00N001_001,The staff at the hotel were friendly.,,
355,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N000,Really recommended to anyone.,E011RA00N000_000 ,Really recommended to anyone.,Really recommended to no one.,Yes
356,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N001,"This well-maintained hotel has good facilities, upscale but cozy vibe, and lovely courtyard and pool.",E011RA00N001_000,This hotel is well-maintained.,This hotel is poor-maintained.,Yes
357,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N001,"This well-maintained hotel has good facilities, upscale but cozy vibe, and lovely courtyard and pool.",E011RA00N001_001,This hotel has good facilities.,This hotel has bad facilities.,Yes
358,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N001,"This well-maintained hotel has good facilities, upscale but cozy vibe, and lovely courtyard and pool.",E011RA00N001_002,This hotel has an upscale but cozy vibe.,This hotel has a downmarket and uncomfortable vibe.,Yes
359,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N001,"This well-maintained hotel has good facilities, upscale but cozy vibe, and lovely courtyard and pool.",E011RA00N001_003,This hotel has a lovely courtyard and pool.,This hotel does not have a courtyard or a pool.,Yes
360,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N002,This hotel sits in a perfect location and in walking distance to all the key landmarks.,E011RA00N002_000,This hotel sits in a perfect location.,This hotel sits in a bad location.,Yes
361,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N002,This hotel sits in a perfect location and in walking distance to all the key landmarks.,E011RA00N002_001,It is in walking distance to all the key landmarks.,It is not in walking distance to any of the key landmarks.,Yes
362,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N003,The rooms are clean and the bed is super comfortable.,E011RA00N003_000,The rooms are clean.,The rooms are dirty.,Yes
363,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N003,The rooms are clean and the bed is super comfortable.,E011RA00N003_001,The bed is super comfortable.,The bed is super uncomfortable.,Yes
364,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N004,"The only issue was the shower in the bathroom, which would spray outside the stall.",E011RA00N004_000,The only issue was the shower in the bathroom.,The only non-issue was the shower in the bathroom.,Yes
365,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N004,"The only issue was the shower in the bathroom, which would spray outside the stall.",E011RA00N004_001,The shower would spray outside the stall.,The shower did not spray outside the stall.,Yes
366,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N005,The service was outstanding in general; the staff here at this hotel are both helpful as well as professional.,E011RA00N005_000,The service was outstanding in general.,The service was disappointing in general.,Yes
367,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N005,The service was outstanding in general; the staff here at this hotel are both helpful as well as professional.,E011RA00N005_001,The staff here at this hotel are helpful.,The staff here at this hotel are unhelpful.,Yes
368,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N005,The service was outstanding in general; the staff here at this hotel are both helpful as well as professional.,E011RA00N005_002,The staff here at this hotel are professional.,The staff here at this hotel are unprofessional.,Yes
369,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N006,"But there were some small teething problems , for example the housekeeping staff don't work after midnight.",E011RA00N006_000,There were some small teething problems.,There were no teething problems.,Yes
370,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N006,"But there were some small teething problems , for example the housekeeping staff don't work after midnight.",E011RA00N006_001,The housekeeping staff don't work after midnight.,The housekeeping staff do work after midnight.,Yes
371,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N007,The hotel offered really chocolates and gingersnaps in the lobby and free breakfast.,E011RA00N007_000,The hotel offered chocolates and gingersnaps in the lobby.,The hotel offered no chocolates or gingersnaps in the lobby.,Yes
372,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N007,The hotel offered really chocolates and gingersnaps in the lobby and free breakfast.,E011RA00N007_001,The hotel offered free breakfast.,The hotel offered no free breakfast.,Yes
373,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N008,Lovely pool area.,E011RA00N008_000,There is a lovely pool area.,There is a horrible pool area.,Yes
374,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_a,0,E011RA00N009,The valet parking should be provided.,E011RA00N009_000,Valet parking should be provided.,Valet parking should not be provided.,Yes
375,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_b,0,E011RB00N000,The overall vibe of this place is pretty great and authentic to the city.,E011RB00N000_000,The overall vibe of this place is pretty great.,,
376,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_b,0,E011RB00N000,The overall vibe of this place is pretty great and authentic to the city.,E011RB00N000_001,The overall vibe of this place is authentic to the city.,,
377,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_b,0,E011RB00N001,It's a neat spot and puts in a huge effort.,E011RB00N001_000,It's a neat spot.,,
378,11,train,123519,Hotel Le Marais,93247,Ambassador Hotel,refs_b,0,E011RB00N001,It's a neat spot and puts in a huge effort.,E011RB00N001_001,It puts in a huge effort.,,
